repo_name,full_name,description,stars,forks,open_issues,language,created_at,updated_at,topics,license,size_kb,watchers
DeepFaceLab,iperov/DeepFaceLab,DeepFaceLab is the leading software for creating deepfakes.,19114,854,538,Python,2018-06-04,2026-03-30,arxiv|creating-deepfakes|deep-face-swap|deep-learning|deep-neural-networks|deepface|deepfacelab|deepfakes|deeplearning|face-swap,GPL-3.0,848594,19114
gun,amark/gun,An open source cybersecurity protocol for syncing decentralized graph data.,18995,1235,313,JavaScript,2014-07-31,2026-03-30,artificial-intelligence|big-data|blockchain|crdt|crypto|cryptography|dapp|database|decentralized|dweb,NOASSERTION,32926,18995
CV,AccumulateMore/CV,✔（已完结）超级全面的 深度学习 笔记【土堆 Pytorch】【李沐 动手学深度学习】【吴恩达 深度学习】【大飞 大模型Agent】,18989,2190,20,Jupyter Notebook,2022-03-31,2026-03-30,agent|agents|book|chinese|computer-vision|cv|deep-learning|jupyter-notebook|llm|llms,None,404564,18989
stable-diffusion-webui,AUTOMATIC1111/stable-diffusion-webui,Stable Diffusion web UI,162036,30209,2472,Python,2022-08-22,2026-03-30,ai|ai-art|deep-learning|diffusion|gradio|image-generation|image2image|img2img|pytorch|stable-diffusion,AGPL-3.0,36552,162036
opencv,opencv/opencv,Open Source Computer Vision Library,86848,56541,2740,C++,2012-07-19,2026-03-30,c-plus-plus|computer-vision|deep-learning|image-processing|opencv,Apache-2.0,554829,86848
Prompt-Engineering-Guide,dair-ai/Prompt-Engineering-Guide,"🐙 Guides, papers, lessons, notebooks and resources for prompt engineering, context engineering, RAG, and AI Agents.",72487,7763,254,MDX,2022-12-16,2026-03-30,agent|agents|ai-agents|chatgpt|deep-learning|generative-ai|language-model|llms|openai|prompt-engineering,MIT,82777,72487
Real-Time-Voice-Cloning,CorentinJ/Real-Time-Voice-Cloning,Clone a voice in 5 seconds to generate arbitrary speech in real-time,59569,9415,170,Python,2019-05-26,2026-03-30,deep-learning|python|pytorch|tensorflow|tts|voice-cloning,NOASSERTION,369730,59569
TTS,coqui-ai/TTS,"🐸💬 - a deep learning toolkit for Text-to-Speech, battle-tested in research and production",44947,6021,7,Python,2020-05-20,2026-03-30,deep-learning|glow-tts|hifigan|melgan|multi-speaker-tts|python|pytorch|speaker-encoder|speaker-encodings|speech,MPL-2.0,170196,44947
ColossalAI,hpcaitech/ColossalAI,"Making large AI models cheaper, faster and more accessible",41372,4521,492,Python,2021-10-28,2026-03-30,ai|big-model|data-parallelism|deep-learning|distributed-computing|foundation-models|heterogeneous-training|hpc|inference|large-scale,Apache-2.0,66597,41372
Deep-Learning-Papers-Reading-Roadmap,floodsung/Deep-Learning-Papers-Reading-Roadmap,Deep Learning papers reading roadmap for anyone who are eager to learn this amazing tech!,39478,7313,92,Python,2016-10-14,2026-03-30,deep-learning,None,3638,39478
tesseract.js,naptha/tesseract.js,Pure Javascript OCR for more than 100 Languages 📖🎉🖥,37971,2363,42,JavaScript,2015-06-24,2026-03-30,deep-learning|javascript|ocr|tesseract|webassembly,Apache-2.0,109984,37971
GFPGAN,TencentARC/GFPGAN,GFPGAN aims at developing Practical Algorithms for Real-world Face Restoration.,37409,6281,403,Python,2021-03-19,2026-03-30,deep-learning|face-restoration|gan|gfpgan|image-restoration|pytorch|super-resolution,NOASSERTION,5467,37409
MockingBird,babysor/MockingBird,🚀Clone a voice in 5 seconds to generate arbitrary speech in real-time,36891,5232,482,Python,2021-08-07,2026-03-30,ai|deep-learning|pytorch|speech|text-to-speech|tts,NOASSERTION,130787,36891
diffusers,huggingface/diffusers,"🤗 Diffusers: State-of-the-art diffusion models for image, video, and audio generation in PyTorch.",33213,6884,965,Python,2022-05-30,2026-03-30,deep-learning|diffusion|flux|image-generation|image2image|image2video|latent-diffusion-models|pytorch|qwen-image|score-based-generative-modeling,Apache-2.0,94182,33213
paper-reading,mli/paper-reading,深度学习经典、新论文逐段精读,32788,2779,1,Unknown,2021-10-22,2026-03-30,deep-learning|paper|reading-list,Apache-2.0,9001,32788
pytorch-tutorial,yunjey/pytorch-tutorial,PyTorch Tutorial for Deep Learning Researchers,32241,8261,88,Python,2017-03-10,2026-03-30,deep-learning|neural-networks|pytorch|pytorch-tutorial,MIT,13110,32241
stanford_alpaca,tatsu-lab/stanford_alpaca,"Code and documentation to train Stanford's Alpaca models, and generate the data.",30263,4003,189,Python,2023-03-10,2026-03-30,deep-learning|instruction-following|language-model,Apache-2.0,8654,30263
spleeter,deezer/spleeter,Deezer source separation library including pretrained models.,28123,3062,273,Python,2019-09-26,2026-03-30,audio-processing|bass|deep-learning|deezer|drums|model|pretrained-models|python|tensorflow|vocals,MIT,9630,28123
so-vits-svc,svc-develop-team/so-vits-svc,SoftVC VITS Singing Voice Conversion,28055,5079,27,Python,2023-03-10,2026-03-30,ai|audio-analysis|deep-learning|flow|generative-adversarial-network|pytorch|singing-voice-conversion|so-vits-svc|sovits|speech,AGPL-3.0,11145,28055
label-studio,HumanSignal/label-studio,Label Studio is a multi-type data labeling and annotation tool with standardized output format,26890,3460,859,TypeScript,2019-06-19,2026-03-30,annotation|annotation-tool|annotations|boundingbox|computer-vision|data-labeling|dataset|datasets|deep-learning|image-annotation,Apache-2.0,3001069,26890
deep-learning-for-image-processing,WZMIAOMIAO/deep-learning-for-image-processing,deep learning for image processing including classification and object-detection etc.,26166,8249,102,Python,2019-11-14,2026-03-30,bilibili|classification|deep-learning|object-detection|pytorch|segmentation|tensorflow2,GPL-3.0,25637,26166
pytorch-CycleGAN-and-pix2pix,junyanz/pytorch-CycleGAN-and-pix2pix,Image-to-Image Translation in PyTorch,25044,6574,588,Python,2017-04-18,2026-03-30,computer-graphics|computer-vision|cyclegan|deep-learning|gan|gans|generative-adversarial-network|image-generation|image-manipulation|pix2pix,NOASSERTION,8464,25044
labelImg,HumanSignal/labelImg,"LabelImg is now part of the Label Studio community. The popular image annotation tool created by Tzutalin is no longer actively being developed, but you can check out Label Studio, the open source dat",24881,6576,451,Python,2015-09-17,2026-03-30,annotations|deep-learning|detection|image-classification|imagenet|python2|python3|recognition|tools,MIT,242833,24881
JARVIS,microsoft/JARVIS,"JARVIS, a system to connect LLMs with ML community. Paper: https://arxiv.org/pdf/2303.17580.pdf",24608,2087,1030,Python,2023-03-30,2026-03-30,deep-learning|platform|pytorch,MIT,41674,24608
pytorch_geometric,pyg-team/pytorch_geometric,Graph Neural Network Library for PyTorch,23623,3973,1251,Python,2017-10-06,2026-03-30,deep-learning|geometric-deep-learning|graph-convolutional-networks|graph-neural-networks|pytorch,MIT,24785,23623
ncnn,Tencent/ncnn,ncnn is a high-performance neural network inference framework optimized for the mobile platform,23018,4417,1172,C++,2017-06-30,2026-03-30,android|arm-neon|artificial-intelligence|caffe|darknet|deep-learning|high-preformance|inference|ios|keras,NOASSERTION,33660,23018
faster-whisper,SYSTRAN/faster-whisper,Faster Whisper transcription with CTranslate2,21835,1773,308,Python,2023-02-11,2026-03-30,deep-learning|inference|openai|quantization|speech-recognition|speech-to-text|transformer|whisper,MIT,40514,21835
Dive-into-DL-PyTorch,ShusenTang/Dive-into-DL-PyTorch,本项目将《动手学深度学习》(Dive into Deep Learning)原书中的MXNet实现改为PyTorch实现。,19350,5417,78,Jupyter Notebook,2019-02-21,2026-03-30,computer-vision|d2l|deep-learning|deep-learning-tutorial|natural-language-processing|pytorch|pytorch-tutorial,Apache-2.0,35157,19350
awesome-nlp,keon/awesome-nlp,:book: A curated list of resources dedicated to Natural Language Processing (NLP),18355,2759,29,Unknown,2015-12-01,2026-03-30,awesome|awesome-list|deep-learning|language|machine-learning|natural-language-processing|nlp|text-mining,CC0-1.0,780,18355
Machine-Learning-Tutorials,ujjwalkarn/Machine-Learning-Tutorials,"machine learning and deep learning tutorials, articles and other resources ",17671,3982,45,Unknown,2015-09-12,2026-03-30,awesome|awesome-list|deep-learning|deep-learning-tutorial|deep-neural-networks|deeplearning|list|machine-learning|machinelearning|neural-network,CC0-1.0,9024,17671
web-llm,mlc-ai/web-llm,High-performance In-browser LLM Inference Engine ,17659,1225,144,TypeScript,2023-04-13,2026-03-30,chatgpt|deep-learning|language-model|llm|tvm|webgpu|webml,Apache-2.0,67892,17659
CNTK,microsoft/CNTK,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit",17603,4242,839,C++,2015-11-26,2026-03-29,c-plus-plus|c-sharp|cntk|cognitive-toolkit|deep-learning|deep-neural-networks|distributed|java|machine-learning|neural-network,NOASSERTION,935217,17603
ML-NLP,NLP-LOVE/ML-NLP,此项目是机器学习(Machine Learning)、深度学习(Deep Learning)、NLP面试中常考到的知识点和代码实现，也是作为一个算法工程师必会的理论基础知识。,17597,4643,37,Jupyter Notebook,2019-07-05,2026-03-30,deep-learning|machine-learning|nlp,None,12225,17597
pytorch-deep-learning,mrdbourke/pytorch-deep-learning,Materials for the Learn PyTorch for Deep Learning: Zero to Mastery course.,17512,4835,146,Jupyter Notebook,2021-10-19,2026-03-30,deep-learning|machine-learning|pytorch,MIT,782505,17512
DeepLearning,Mikoto10032/DeepLearning,"深度学习入门教程, 优秀文章, Deep Learning Tutorial",17333,3864,15,Jupyter Notebook,2018-04-09,2026-03-30,cnn|deep-learning|deeplearning|gan|gcn|kaggle|machine-learning|machinelearning|mxnet|pytorch,Apache-2.0,958284,17333
ML-YouTube-Courses,dair-ai/ML-YouTube-Courses,📺 Discover the latest machine learning / AI courses on YouTube.,17134,2101,19,Unknown,2021-06-25,2026-03-30,ai|data-science|deep-learning|machine-learning|natural-language-processing|nlp,CC0-1.0,114,17134
tensor2tensor,tensorflow/tensor2tensor,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,17114,3733,590,Python,2017-06-15,2026-03-30,deep-learning|machine-learning|machine-translation|reinforcement-learning|tpu,Apache-2.0,17508,17114
ml-visuals,dair-ai/ml-visuals,🎨 ML Visuals contains figures and templates which you can reuse and customize to improve your scientific writing.,17024,1557,46,Unknown,2020-05-17,2026-03-30,artificial-intelligence|deep-learning|design|machine-learning|natural-language-processing,MIT,141,17024
machine-learning-for-trading,stefan-jansen/machine-learning-for-trading,"Code for Machine Learning for Algorithmic Trading, 2nd edition.",16873,5034,17,Jupyter Notebook,2018-05-09,2026-03-30,artificial-intelligence|data-science|deep-learning|finance|investment|investment-strategies|machine-learning|ml4t-workflow|synthetic-data|trading,None,683356,16873
Qbot,UFund-Me/Qbot,[🔥updating ...] AI 自动量化交易机器人(完全本地部署) AI-powered Quantitative Investment Research Platform. 📃 online docs: https://ufund-me.github.io/Qbot   ✨ :news: qbot-mini: https://github.com/Charmve/iQuant,16787,2373,68,Jupyter Notebook,2022-11-23,2026-03-30,backtest|bitcoin|blockchain|deep-learning|fintech|funds|machine-learning|pytrade|qlib|quant-trade,MIT,380245,16787
camel,camel-ai/camel,🐫 CAMEL: The first and the best multi-agent framework. Finding the Scaling Law of Agents. https://www.camel-ai.org,16543,1849,458,Python,2023-03-17,2026-03-30,agent|ai-societies|artificial-intelligence|communicative-ai|cooperative-ai|deep-learning|large-language-models|multi-agent-systems|natural-language-processing,Apache-2.0,486533,16543
AutoGPT,Significant-Gravitas/AutoGPT,"AutoGPT is the vision of accessible AI for everyone, to use and to build on. Our mission is to provide the tools, so that you can focus on what matters.",182954,46217,383,Python,2023-03-16,2026-03-30,agentic-ai|agents|ai|artificial-intelligence|autonomous-agents|claude|gpt|llama-api|llm|openai,NOASSERTION,437531,182954
ollama,ollama/ollama,"Get up and running with Kimi-K2.5, GLM-5, MiniMax, DeepSeek, gpt-oss, Qwen, Gemma and other models.",166495,15233,2754,Go,2023-06-26,2026-03-30,deepseek|gemma|gemma3|glm|go|golang|gpt-oss|llama|llama3|llm,MIT,77953,166495
dify,langgenius/dify,Production-ready platform for agentic workflow development.,135037,21029,804,TypeScript,2023-04-12,2026-03-30,agent|agentic-ai|agentic-framework|agentic-workflow|ai|automation|gemini|genai|gpt|gpt-4,NOASSERTION,332029,135037
langchain,langchain-ai/langchain,The agent engineering platform,131656,21698,501,Python,2022-10-17,2026-03-30,agents|ai|ai-agents|anthropic|chatgpt|deepagents|enterprise|framework|gemini|generative-ai,MIT,529736,131656
open-webui,open-webui/open-webui,"User-friendly AI Interface (Supports Ollama, OpenAI API, ...)",129307,18304,283,Python,2023-10-06,2026-03-30,ai|llm|llm-ui|llm-webui|llms|mcp|ollama|ollama-webui|open-webui|openai,NOASSERTION,346643,129307
everything-claude-code,affaan-m/everything-claude-code,"The agent harness performance optimization system. Skills, instincts, memory, security, and research-first development for Claude Code, Codex, Opencode, Cursor and beyond.",118974,15439,99,JavaScript,2026-01-18,2026-03-30,ai-agents|anthropic|claude|claude-code|developer-tools|llm|mcp|productivity,MIT,26323,118974
firecrawl,firecrawl/firecrawl,🔥 The Web Data API for AI - Turn entire websites into LLM-ready markdown or structured data,101218,6721,238,TypeScript,2024-04-15,2026-03-30,ai|ai-agents|ai-crawler|ai-scraping|ai-search|crawler|data-extraction|html-to-markdown|llm|markdown,AGPL-3.0,85193,101218
browser-use,browser-use/browser-use,🌐 Make websites accessible for AI agents. Automate tasks online with ease.,85098,9860,214,Python,2024-10-31,2026-03-30,ai-agents|ai-tools|browser-automation|browser-use|llm|playwright|python,MIT,30314,85098
ragflow,infiniflow/ragflow,RAGFlow is a leading open-source Retrieval-Augmented Generation (RAG) engine that fuses cutting-edge RAG with Agent capabilities to create a superior context layer for LLMs,76615,8581,3179,Python,2023-12-12,2026-03-30,agent|agentic|agentic-ai|agentic-workflow|ai|ai-search|context-engineering|context-retrieval|deep-research|deepseek,Apache-2.0,114562,76615
vllm,vllm-project/vllm,A high-throughput and memory-efficient inference and serving engine for LLMs,74739,14965,3999,Python,2023-02-09,2026-03-30,amd|blackwell|cuda|deepseek|deepseek-v3|gpt|gpt-oss|inference|kimi|llama,Apache-2.0,182245,74739
OpenHands,OpenHands/OpenHands,🙌 OpenHands: AI-Driven Development,70218,8792,343,Python,2024-03-13,2026-03-30,agent|artificial-intelligence|chatgpt|claude-ai|cli|developer-tools|gpt|llm|openai,NOASSERTION,306246,70218
LlamaFactory,hiyouga/LlamaFactory,Unified Efficient Fine-Tuning of 100+ LLMs & VLMs (ACL 2024),69270,8438,935,Python,2023-05-28,2026-03-30,agent|ai|deepseek|fine-tuning|gemma|gpt|instruction-tuning|large-language-models|llama|llama3,Apache-2.0,13167,69270
MetaGPT,FoundationAgents/MetaGPT,"🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming",66463,8390,102,Python,2023-06-30,2026-03-30,agent|gpt|llm|metagpt|multi-agent,MIT,184037,66463
unsloth,unslothai/unsloth,"Unsloth Studio is a web UI for training and running open models like Qwen, DeepSeek, gpt-oss and Gemma locally.",58668,4974,1049,Python,2023-11-29,2026-03-30,agent|deepseek|fine-tuning|gemma|gemma3|gpt-oss|llama|llama3|llm|llms,Apache-2.0,54838,58668
anything-llm,Mintplex-Labs/anything-llm,The all-in-one AI productivity accelerator. On device and privacy first with no annoying setup or configuration.,57170,6188,310,JavaScript,2023-06-04,2026-03-30,ai-agents|custom-ai-agents|deepseek|kimi|llama3|llm|lmstudio|local-llm|localai|mcp,MIT,54701,57170
deer-flow,bytedance/deer-flow,"An open-source long-horizon SuperAgent harness that researches, codes, and creates. With the help of sandboxes, memories, tools, skill, subagents and message gateway, it handles different levels of ta",53956,6503,437,Python,2025-05-07,2026-03-30,agent|agentic|agentic-framework|agentic-workflow|ai|ai-agents|deep-research|harness|langchain|langgraph,MIT,24760,53956
mem0,mem0ai/mem0,Universal memory layer for AI Agents,51494,5758,251,Python,2023-06-20,2026-03-30,agents|ai|ai-agents|application|chatbots|chatgpt|genai|llm|long-term-memory|memory,Apache-2.0,45785,51494
context7,upstash/context7,Context7 Platform -- Up-to-date code documentation for LLMs and AI code editors,51118,2428,168,TypeScript,2025-03-26,2026-03-30,llm|mcp|mcp-server|vibe-coding,MIT,23542,51118
TrendRadar,sansan0/TrendRadar,"⭐AI-driven public opinion & trend monitor with multi-platform aggregation, RSS, and smart alerts.🎯 告别信息过载，你的 AI 舆情监控助手与热点筛选工具！聚合多平台热点 +  RSS 订阅，支持关键词精准筛选。AI 智能筛选新闻 + AI 翻译 +  AI 分析简报直推手机，也支持接入 MCP 架构，",50082,22834,35,Python,2025-04-28,2026-03-30,ai|bark|data-analysis|docker|hot-news|llm|mail|mcp|mcp-server|news,GPL-3.0,30453,50082
llama_index,run-llama/llama_index,LlamaIndex is the leading document agent and OCR platform,48148,7125,254,Python,2022-11-02,2026-03-30,agents|application|data|fine-tuning|framework|llamaindex|llm|multi-agents|rag|vector-database,MIT,418956,48148
JeecgBoot,jeecgboot/JeecgBoot,"一款 AI 驱动的低代码平台，提供""零代码""与""代码生成""双模式——零代码模式一句话搭建系统，代码生成模式自动输出前后端代码与建表 SQL，生成即可运行。平台内置 AI 聊天助手、AI大模型、知识库、AI流程编排、MCP 与插件体系，兼容主流大模型，支持一句话生成流程图、设计表单、聊天式业务操作，解决 Java 项目 80% 重复工作，高效且不失灵活。",45630,15860,78,Java,2018-11-26,2026-03-30,activiti|agent|ai|aiflow|antd|codegenerator|deepseek|flowable|langchain4j|llm,Apache-2.0,94110,45630
LocalAI,mudler/LocalAI,"LocalAI is the open-source AI engine. Run any model - LLMs, vision, voice, image, video - on any hardware. No GPU required.",44599,3822,164,Go,2023-03-18,2026-03-30,agents|ai|api|audio-generation|decentralized|distributed|image-generation|libp2p|llama|llm,MIT,51727,44599
TradingAgents,TauricResearch/TradingAgents,TradingAgents: Multi-Agents LLM Financial Trading Framework,44502,8057,257,Python,2024-12-28,2026-03-30,agent|finance|llm|multiagent|trading,Apache-2.0,4238,44502
learn-claude-code,shareAI-lab/learn-claude-code,"Bash is all you need -  A nano claude code–like 「agent harness」, built from 0 to 1",43812,6704,28,TypeScript,2025-06-29,2026-03-30,agent|agent-development|ai-agent|claude|claude-code|educational|llm|python|teaching|tutorial,MIT,962,43812
milvus,milvus-io/milvus,"Milvus is a high-performance, cloud-native vector database built for scalable vector ANN search",43512,3922,1094,Go,2019-09-16,2026-03-30,anns|cloud-native|diskann|distributed|embedding-database|embedding-similarity|embedding-store|faiss|golang|hnsw,Apache-2.0,276327,43512
chatgpt-on-wechat,zhayujie/chatgpt-on-wechat,CowAgent是基于大模型的超级AI助理，能主动思考和任务规划、访问操作系统和外部资源、创造和执行Skills、拥有长期记忆并不断成长，比OpenClaw更轻量和便捷。同时支持微信、飞书、钉钉、企微、QQ、公众号、网页等接入，可选择OpenAI/Claude/Gemini/DeepSeek/ Qwen/GLM/Kimi/LinkAI，能处理文本、语音、图片和文件，可快速搭建个人AI助理和企业数字,42658,9862,349,Python,2022-08-07,2026-03-30,ai|ai-agent|chatgpt|claude|deepseek|dingtalk|feishu-bot|gemini|kimi|linkai,MIT,6423,42658
litellm,BerriAI/litellm,"Python SDK, Proxy Server (AI Gateway) to call 100+ LLM APIs in OpenAI (or native) format, with cost tracking, guardrails, loadbalancing and logging. [Bedrock, Azure, OpenAI, VertexAI, Cohere, Anthropi",41565,6858,2117,Python,2023-07-27,2026-03-30,ai-gateway|anthropic|azure-openai|bedrock|gateway|langchain|litellm|llm|llm-gateway|llmops,NOASSERTION,997412,41565
jan,janhq/jan,Jan is an open source alternative to ChatGPT that runs 100% offline on your computer.,41399,2650,276,TypeScript,2023-08-17,2026-03-30,chatgpt|gpt|llamacpp|llm|localai|open-source|self-hosted|tauri,NOASSERTION,1542685,41399
quivr,QuivrHQ/quivr,"Opiniated RAG for integrating GenAI in your apps 🧠   Focus on your product rather than the RAG. Easy integration in existing products with customisation!  Any LLM: GPT4, Groq, Llama. Any Vectorstore: ",39075,3744,23,Python,2023-05-12,2026-03-30,ai|api|chatbot|chatgpt|database|docker|framework|frontend|groq|html,NOASSERTION,130685,39075
ChatTTS,2noise/ChatTTS,A generative speech model for daily dialogue.,39005,4234,66,Python,2024-05-27,2026-03-30,agent|chat|chatgpt|chattts|chinese|chinese-language|english|english-language|gpt|llm,AGPL-3.0,10726,39005
Langchain-Chatchat,chatchat-space/Langchain-Chatchat,"Langchain-Chatchat（原Langchain-ChatGLM）基于 Langchain 与 ChatGLM, Qwen 与 Llama 等语言模型的 RAG 与 Agent 应用 | Langchain-Chatchat (formerly langchain-ChatGLM), local knowledge based LLM (like ChatGLM, Qwen and Ll",37683,6187,16,Python,2023-03-31,2026-03-30,chatbot|chatchat|chatglm|chatgpt|embedding|faiss|fastchat|gpt|knowledge-base|langchain,Apache-2.0,144496,37683
AgentGPT,reworkd/AgentGPT,"🤖 Assemble, configure, and deploy autonomous AI Agents in your browser.",35912,9421,219,TypeScript,2023-04-07,2026-03-30,agent|agentgpt|agents|agi|ai|ai-agents|autogpt|baby-agi|gpt|langchain,GPL-3.0,91869,35912
system_prompts_leaks,asgeirtj/system_prompts_leaks,"Collection of extracted System Prompts from popular chatbots like ChatGPT, Claude & Gemini",35234,5661,18,HTML,2025-05-03,2026-03-30,ai|anthropic|chatbots|chatgpt|claude|gemini|generative-ai|google-deepmind|large-language-models|llm,None,2034,35234
langextract,google/langextract,A Python library for extracting structured information from unstructured text using LLMs with precise source grounding and interactive visualization.,35024,2366,126,Python,2025-07-08,2026-03-30,gemini|gemini-ai|gemini-api|gemini-flash|gemini-pro|information-extration|large-language-models|llm|nlp|python,Apache-2.0,10853,35024
awesome-claude-code,hesreallyhim/awesome-claude-code,"A curated list of awesome skills, hooks, slash-commands, agent orchestrators, applications, and plugins for Claude Code by Anthropic",34472,2498,135,Python,2025-04-19,2026-03-30,agent-skills|agentic-code|agentic-coding|ai-workflow-optimization|ai-workflows|anthropic|anthropic-claude|awesome|awesome-list|awesome-lists,NOASSERTION,19824,34472
khoj,khoj-ai/khoj,"Your AI second brain. Self-hostable. Get answers from the web or your docs. Build custom agents, schedule automations, do deep research. Turn any online or local LLM into your personal, autonomous AI ",33719,2092,89,Python,2021-08-16,2026-03-30,agent|ai|assistant|chat|chatgpt|emacs|image-generation|llama3|llamacpp|llm,AGPL-3.0,117335,33719
hello-agents,datawhalechina/hello-agents,📚 《从零开始构建智能体》——从零开始的智能体原理与实践教程,32194,3635,72,Python,2025-09-07,2026-03-30,agent|llm|rag|tutorial,NOASSERTION,184324,32194
continue,continuedev/continue,"⏩ Source-controlled AI checks, enforceable in CI. Powered by the open-source Continue CLI",32172,4305,443,TypeScript,2023-05-24,2026-03-30,agent|ai|cli|developer-tools|jetbrains-plugin|llm|open-source|vs-code-extenstion,Apache-2.0,869086,32172
graphrag,microsoft/graphrag,A modular graph-based Retrieval-Augmented Generation (RAG) system,31871,3358,89,Python,2024-03-27,2026-03-30,gpt|gpt-4|gpt4|graphrag|llm|llms|rag,MIT,206401,31871
LightRAG,HKUDS/LightRAG,"[EMNLP2025] ""LightRAG: Simple and Fast Retrieval-Augmented Generation""",31154,4445,198,Python,2024-10-02,2026-03-30,genai|gpt|gpt-4|graphrag|knowledge-graph|large-language-models|llm|rag|retrieval-augmented-generation,MIT,87764,31154
CopilotKit,CopilotKit/CopilotKit,The Frontend Stack for Agents & Generative UI. React + Angular.  Makers of the AG-UI Protocol,29868,3866,612,TypeScript,2023-06-19,2026-03-30,agent|agent-native|agentic-ai|agents|ai|ai-agent|ai-assistant|assistant|assistant-chat-bots|copilot,MIT,677205,29868
Mr.-Ranedeer-AI-Tutor,JushBJJ/Mr.-Ranedeer-AI-Tutor,A GPT-4 AI Tutor Prompt for customizable personalized learning experiences.,29666,3335,16,Unknown,2023-03-31,2026-03-30,ai|education|gpt-4|llm,None,342,29666
self-llm,datawhalechina/self-llm,《开源大模型食用指南》针对中国宝宝量身打造的基于Linux环境快速微调（全参数/Lora）、部署国内外开源大模型（LLM）/多模态大模型（MLLM）教程,29378,2895,152,Jupyter Notebook,2023-11-16,2026-03-30,chatglm|chatglm3|gemma-2b-it|glm-4|internlm2|llama3|llm|lora|minicpm|q-wen,Apache-2.0,198951,29378
void,voideditor/void,,28475,2382,316,TypeScript,2024-09-11,2026-03-30,chatgpt|claude|copilot|cursor|developer-tools|editor|llm|open-source|openai|visual-studio-code,Apache-2.0,40251,28475
AstrBot,AstrBotDevs/AstrBot,"Agentic IM Chatbot infrastructure that integrates lots of IM platforms, LLMs, plugins and AI feature, and can be your openclaw alternative. ✨",28314,1901,976,Python,2022-12-08,2026-03-30,agent|ai|chatbot|chatgpt|discord|docker|gemini|gpt|llama|llm,AGPL-3.0,58127,28314
happy-llm,datawhalechina/happy-llm,📚 从零开始构建大模型,28140,2598,55,Jupyter Notebook,2024-05-28,2026-03-30,agent|llm|rag,NOASSERTION,51497,28140
langgraph,langchain-ai/langgraph,Build resilient language agents as graphs.,27953,4783,469,Python,2023-08-09,2026-03-30,agents|ai|ai-agents|chatgpt|deepagents|enterprise|framework|gemini|generative-ai|langchain,MIT,515673,27953
semantic-kernel,microsoft/semantic-kernel,Integrate cutting-edge LLM technology quickly and easily into your apps,27597,4530,493,C#,2023-02-27,2026-03-30,ai|artificial-intelligence|llm|openai|sdk,MIT,98241,27597
composio,ComposioHQ/composio,"Composio powers 1000+ toolkits, tool search, context management, authentication, and a sandboxed workbench to help you build AI agents that turn intent into action.",27585,4499,80,TypeScript,2024-02-23,2026-03-30,agentic-ai|agents|ai|ai-agents|aiagents|developer-tools|function-calling|gpt-4|javascript|js,MIT,313255,27585
FastGPT,labring/FastGPT,"FastGPT is a knowledge-based platform built on the LLMs, offers a comprehensive suite of out-of-the-box capabilities such as data processing, RAG retrieval, and visual AI workflow orchestration, letti",27572,6995,184,TypeScript,2023-02-23,2026-03-30,agent|claude|deepseek|llm|mcp|nextjs|openai|qwen|rag|workflow,NOASSERTION,378644,27572
daily_stock_analysis,ZhuLinsen/daily_stock_analysis,LLM驱动的 A/H/美股智能分析器：多数据源行情 + 实时新闻 + LLM决策仪表盘 + 多渠道推送，零成本定时运行，纯白嫖. LLM-powered stock analysis system for A/H/US markets.,27084,27868,104,Python,2026-01-10,2026-03-30,agent|ai|aigc|gemini|llm|quant|quantitative-trading|rag|stock,MIT,58018,27084
RAG_Techniques,NirDiamant/RAG_Techniques,This repository showcases various advanced techniques for Retrieval-Augmented Generation (RAG) systems. RAG systems combine information retrieval with generative models to provide accurate and context,26368,3144,25,Jupyter Notebook,2024-07-13,2026-03-30,ai|langchain|llama-index|llm|llms|opeani|python|rag|tutorials,NOASSERTION,35818,26368
agenticSeek,Fosowl/agenticSeek,"Fully Local Manus AI. No APIs, No $200 monthly bills. Enjoy an autonomous agent that thinks, browses the web, and code for the sole cost of electricity. 🔔 Official updates only via twitter @Martin9938",25744,2873,36,Python,2025-02-19,2026-03-30,agentic-ai|agents|ai|autonomous-agents|deepseek-r1|llm|llm-agents|voice-assistant,GPL-3.0,24272,25744
prompt-optimizer,linshenkx/prompt-optimizer,一款提示词优化器，助力于编写高质量的提示词,25716,3021,26,TypeScript,2025-02-12,2026-03-30,llm|prompt|prompt-engineering|prompt-optimization|prompt-toolkit|prompt-tuning,NOASSERTION,32182,25716
gitleaks,gitleaks/gitleaks,Find secrets with Gitleaks 🔑,25696,1969,350,Go,2018-01-27,2026-03-30,ai-powered|ci-cd|cicd|cli|data-loss-prevention|devsecops|dlp|git|gitleaks|go,MIT,6365,25696
sglang,sgl-project/sglang,SGLang is a high-performance serving framework for large language models and multimodal models.,25236,5064,2616,Python,2024-01-08,2026-03-30,attention|blackwell|cuda|deepseek|diffusion|glm|gpt-oss|inference|llama|llm,Apache-2.0,101054,25236
SillyTavern,SillyTavern/SillyTavern,LLM Frontend for Power Users.,25026,5007,399,JavaScript,2023-02-09,2026-03-30,ai|chat|llm,AGPL-3.0,213442,25026
